"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,31800.00,128.00,81.00,0.00,0.00,945.00,149.00,131.00,"United Air Lines Inc.","UA","HOU","ORD",6,"619",1,1990,3,8,2,"F",
0.00,2.00,50680.00,216.00,119.00,0.00,0.00,945.00,306.00,261.00,"United Air Lines Inc.","UA","HOU","ORD",7,"710",1,1990,3,8,2,"F",
0.00,1.00,37460.00,147.00,83.00,904.00,402.00,151.00,47.00,36.00,"United Air Lines Inc.","UA","HSV","ATL",7,"715",1,1990,3,8,1,"F",
0.00,2.00,72504.00,298.00,189.00,47.00,3883.00,151.00,163.00,107.00,"Eastern Air Lines Inc.","EA","HSV","ATL",7,"715",1,1990,3,8,1,"F",
0.00,1.00,47425.00,185.00,128.00,0.00,0.00,151.00,48.00,34.00,"Eastern Air Lines Inc.","EA","HSV","ATL",6,"622",1,1990,3,8,1,"F",
0.00,2.00,71000.00,284.00,184.00,192.00,322.00,151.00,117.00,76.00,"Delta Air Lines Inc.","DL","HSV","ATL",6,"655",1,1990,3,8,1,"F",
0.00,1.00,25200.00,102.00,49.00,0.00,0.00,74.00,23.00,19.00,"Eastern Air Lines Inc.","EA","HSV","BHM",6,"640",1,1990,3,8,1,"F",
0.00,1.00,30090.00,122.00,68.00,0.00,274.00,74.00,27.00,18.00,"Northwest Airlines Inc.","NW","HSV","BHM",6,"650",1,1990,3,8,1,"F",
0.00,1.00,25200.00,102.00,50.00,0.00,0.00,288.00,54.00,44.00,"Eastern Air Lines Inc.","EA","HSV","PNS",6,"640",1,1990,3,8,1,"F",
0.00,3.00,47828.00,199.00,40.00,0.00,507.00,323.00,187.00,152.00,"US Airways Inc.","US","HTS","BWI",6,"602",1,1990,3,8,1,"F",
0.00,1.00,27780.00,110.00,83.00,205.00,1.00,192.00,45.00,34.00,"US Airways Inc.","US","HTS","PIT",6,"620",1,1990,3,8,1,"F",
0.00,1.00,36300.00,148.00,0.00,0.00,0.00,533.00,102.00,75.00,"Delta Air Lines Inc.","DL","IAD","ATL",7,"715",1,1990,3,8,2,"F",
0.00,1.00,25340.00,108.00,98.00,0.00,51.00,326.00,132.00,79.00,"United Air Lines Inc.","UA","IAD","BDL",7,"710",1,1990,3,8,1,"F",
0.00,1.00,35000.00,147.00,26.00,198.00,328.00,441.00,82.00,70.00,"United Air Lines Inc.","UA","IAD","CHS",7,"715",1,1990,3,8,1,"F",
0.00,1.00,32824.00,128.00,55.00,1.00,35.00,321.00,78.00,45.00,"US Airways Inc.","US","IAD","CLT",6,"619",1,1990,3,8,1,"F",
0.00,1.00,48210.00,184.00,70.00,0.00,0.00,24.00,25.00,9.00,"Northwest Airlines Inc.","NW","IAD","DCA",6,"622",1,1990,3,8,1,"F",
0.00,1.00,37460.00,147.00,59.00,3530.00,3379.00,1171.00,168.00,147.00,"United Air Lines Inc.","UA","IAD","DFW",7,"715",1,1990,3,8,3,"F",
0.00,1.00,39995.00,146.00,92.00,0.00,0.00,213.00,91.00,60.00,"Continental Air Lines Inc.","CO","IAD","EWR",6,"655",1,1990,3,8,1,"F",
0.00,2.00,64240.00,260.00,235.00,0.00,0.00,213.00,246.00,94.00,"Continental Air Lines Inc.","CO","IAD","EWR",6,"619",1,1990,3,8,1,"F",
0.00,1.00,75575.00,257.00,108.00,13495.00,52.00,213.00,192.00,98.00,"Continental Air Lines Inc.","CO","IAD","EWR",6,"690",1,1990,3,8,1,"F",
0.00,1.00,36300.00,148.00,110.00,0.00,0.00,213.00,146.00,58.00,"Delta Air Lines Inc.","DL","IAD","EWR",7,"715",1,1990,3,8,1,"F",
0.00,1.00,25340.00,108.00,87.00,0.00,7.00,213.00,99.00,63.00,"United Air Lines Inc.","UA","IAD","EWR",7,"710",1,1990,3,8,1,"F",
0.00,1.00,58620.00,204.00,33.00,0.00,46.00,213.00,60.00,43.00,"United Air Lines Inc.","UA","IAD","EWR",6,"625",1,1990,3,8,1,"F",
0.00,2.00,50900.00,200.00,141.00,1080.00,707.00,213.00,154.00,109.00,"Northwest Airlines Inc.","NW","IAD","EWR",6,"640",1,1990,3,8,1,"F",
0.00,6.00,223006.00,908.00,666.00,1345.00,30.00,213.00,493.00,267.00,"Continental Air Lines Inc.","CO","IAD","EWR",7,"715",1,1990,3,8,1,"F",
0.00,1.00,20807.00,100.00,52.00,0.00,1.00,239.00,50.00,40.00,"Air Wisconsin Airlines Corp","ZW","IAD","GSO",8,"868",1,1990,3,8,1,"F",
0.00,1.00,8975.00,36.00,1.00,0.00,1.00,239.00,82.00,73.00,"Air Wisconsin Airlines Corp","ZW","IAD","GSO",4,"489",1,1990,3,8,1,"F",
0.00,1.00,73391.00,254.00,200.00,0.00,0.00,228.00,75.00,51.00,"Pan American World Airways (1)","PA","IAD","JFK",6,"690",1,1990,3,8,1,"F",
0.00,2.00,108852.00,388.00,378.00,6903.00,240.00,228.00,154.00,99.00,"Pan American World Airways (1)","PA","IAD","JFK",6,"693",1,1990,3,8,1,"F",
0.00,3.00,355834.00,1278.00,375.00,7.00,12967.00,228.00,245.00,166.00,"Pan American World Airways (1)","PA","IAD","JFK",8,"816",1,1990,3,8,1,"F",
0.00,2.00,65600.00,292.00,192.00,10.00,159.00,228.00,230.00,140.00,"Trans World Airways LLC","TW","IAD","JFK",7,"715",1,1990,3,8,1,"F",
0.00,1.00,33560.00,142.00,64.00,0.00,231.00,228.00,76.00,48.00,"Trans World Airways LLC","TW","IAD","JFK",6,"655",1,1990,3,8,1,"F",
0.00,1.00,116438.00,413.00,327.00,0.00,0.00,228.00,90.00,58.00,"Pan American World Airways (1)","PA","IAD","JFK",8,"817",1,1990,3,8,1,"F",
0.00,5.00,174417.00,725.00,658.00,165.00,295.00,228.00,424.00,264.00,"Pan American World Airways (1)","PA","IAD","JFK",7,"715",1,1990,3,8,1,"F",
0.00,3.00,220174.00,762.00,705.00,26138.00,353.00,228.00,240.00,151.00,"Pan American World Airways (1)","PA","IAD","JFK",6,"690",1,1990,3,8,1,"F",
